1,2,0.00010919057030234879,0.0,0.0,0.7519685039370079,0.35294117647058826,0.0,0.9954954954954955,0.33070866141732286,0.047058823529411764,0.0196078431372549
2,3,0.0014904512846270629,0.0,1.0,0.33070866141732286,0.047058823529411764,0.015810276679841896,0.9819819819819819,0.5866141732283464,0.5803921568627451,0.11372549019607843
3,4,0.07816406975093632,0.3333333333333333,0.9864253393665159,0.5866141732283464,0.5803921568627451,0.11067193675889328,0.2702702702702703,0.594488188976378,0.09803921568627451,0.788235294117647
4,5,5.4595285151174345e-06,0.0,0.27149321266968324,0.594488188976378,0.09803921568627451,0.7905138339920948,0.5540540540540541,0.2874015748031496,0.8549019607843137,0.10196078431372549
5,0,0.02006922682157168,0.0,0.5565610859728507,0.2874015748031496,0.8549019607843137,0.09881422924901186,0.5180180180180181,0.8858267716535433,0.7176470588235294,0.6
7,8,0.07179279997379426,0.6666666666666666,1.0,0.33070866141732286,0.29411764705882354,0.9960474308300395,0.9054054054054054,0.3779527559055118,0.24705882352941178,0.25882352941176473
8,9,0.002560518873590064,0.3333333333333333,0.9095022624434389,0.3779527559055118,0.24705882352941178,0.25691699604743085,0.9819819819819819,0.6181102362204725,0.03137254901960784,0.8980392156862745
9,10,0.030556981099112288,0.3333333333333333,0.9864253393665159,0.6181102362204725,0.03137254901960784,0.9011857707509882,0.6216216216216216,0.8858267716535433,0.7568627450980392,0.807843137254902
10,6,0.0001364882128779281,0.0,0.6244343891402715,0.8858267716535433,0.7568627450980392,0.8102766798418972,0.5,0.24803149606299213,0.09803921568627451,0.10196078431372549
12,13,0.08753808021139296,0.3333333333333333,1.0,0.33070866141732286,0.3215686274509804,0.20553359683794467,0.2702702702702703,0.594488188976378,0.09803921568627451,0.615686274509804
13,14,0.0024895450028935475,0.0,0.27149321266968324,0.594488188976378,0.09803921568627451,0.616600790513834,0.2702702702702703,0.594488188976378,0.1843137254901961,0.5725490196078431
14,11,0.007741611434436518,0.0,0.27149321266968324,0.594488188976378,0.1843137254901961,0.5731225296442688,0.5180180180180181,0.9094488188976378,0.9568627450980393,0.3333333333333333
